nc	pc	oct	accid	dur	tie	chord	part	meas	beat	beatIndex
2	4	4	NA	8	start	1	2	166	0	498
4	7	3	NA	4	NA	0	2	166	2	500
2	4	4	NA	4	NA	1	2	166	2	500
4	7	3	NA	8	start	0	2	167	0	501
2	4	4	NA	8	start	1	2	167	0	501
4	7	3	NA	4	NA	0	2	167	2	503
2	4	4	NA	4	NA	1	2	167	2	503
4	7	3	NA	8	start	0	2	168	0	504
2	4	4	NA	8	start	1	2	168	0	504
4	7	3	NA	4	NA	0	2	168	2	506
2	4	4	NA	4	NA	1	2	168	2	506
4	7	3	NA	4	NA	0	2	169	0	507
2	4	4	NA	4	NA	1	2	169	0	507
4	7	3	NA	4	NA	0	2	169	1	508
2	4	4	NA	4	NA	1	2	169	1	508
4	7	3	NA	4	NA	0	2	169	2	509
2	4	4	NA	4	NA	1	2	169	2	509
NA	NA	NA	NA	4	NA	0	2	170	0	510
NA	NA	NA	NA	1	NA	0	2	170	1	511
0	0	4	NA	1	NA	0	2	170	1.25	511.25
1	2	4	NA	1	NA	0	2	170	1.5	511.5
2	4	4	NA	1	NA	0	2	170	1.75	511.75
3	5	4	NA	1	NA	0	2	170	2	512
4	7	4	NA	1	NA	0	2	170	2.25	512.25
5	9	4	NA	1	NA	0	2	170	2.5	512.5
6	11	4	n	1	NA	0	2	170	2.75	512.75
0	0	5	NA	4	start	0	2	171	0	513
0	0	5	NA	1	stop	0	2	171	1	514
0	0	4	NA	1	NA	0	2	171	1.25	514.25
1	2	4	NA	1	NA	0	2	171	1.5	514.5
2	4	4	NA	1	NA	0	2	171	1.75	514.75
3	5	4	NA	1	NA	0	2	171	2	515
4	7	4	NA	1	NA	0	2	171	2.25	515.25
5	9	4	NA	1	NA	0	2	171	2.5	515.5
6	11	4	n	1	NA	0	2	171	2.75	515.75
0	0	5	NA	4	start	0	2	172	0	516
0	0	5	NA	1	stop	0	2	172	1	517
0	0	4	NA	1	NA	0	2	172	1.25	517.25
1	2	4	NA	1	NA	0	2	172	1.5	517.5
2	4	4	NA	1	NA	0	2	172	1.75	517.75
3	5	4	NA	1	NA	0	2	172	2	518
4	7	4	NA	1	NA	0	2	172	2.25	518.25
5	9	4	NA	1	NA	0	2	172	2.5	518.5
6	11	4	n	1	NA	0	2	172	2.75	518.75
0	0	5	NA	1	NA	0	2	173	0	519
0	0	4	NA	1	NA	0	2	173	0.25	519.25
1	2	4	NA	1	NA	0	2	173	0.5	519.5
2	4	4	NA	1	NA	0	2	173	0.75	519.75
3	5	4	NA	1	NA	0	2	173	1	520
4	7	4	NA	1	NA	0	2	173	1.25	520.25
5	9	4	NA	1	NA	0	2	173	1.5	520.5
6	11	4	NA	1	NA	0	2	173	1.75	520.75
0	0	5	NA	8	start	0	2	173	2	521
0	0	5	NA	2	stop	0	2	174	1	523
6	11	4	n	1	NA	0	2	174	1.5	523.5
5	9	4	NA	1	NA	0	2	174	1.75	523.75
4	7	4	NA	1	NA	0	2	174	2	524
3	5	4	NA	1	NA	0	2	174	2.25	524.25
2	4	4	NA	1	NA	0	2	174	2.5	524.5
1	2	4	NA	1	NA	0	2	174	2.75	524.75
0	0	4	NA	4	start	0	2	175	0	525
0	0	4	NA	2	stop	0	2	175	1	526
0	0	4	NA	1	NA	0	2	175	1.5	526.5
1	2	4	NA	1	NA	0	2	175	1.75	526.75
2	4	4	NA	1	NA	0	2	175	2	527
3	5	4	NA	1	NA	0	2	175	2.25	527.25
4	7	4	NA	1	NA	0	2	175	2.5	527.5
5	9	4	NA	1	NA	0	2	175	2.75	527.75
6	10	4	NA	2	NA	0	2	176	0	528
5	9	4	NA	2	NA	0	2	176	0.5	528.5
4	7	4	NA	2	NA	0	2	176	1	529
3	5	4	NA	2	NA	0	2	176	1.5	529.5
2	4	4	NA	2	NA	0	2	176	2	530
3	5	4	NA	2	NA	0	2	176	2.5	530.5
2	4	4	NA	2	NA	0	2	177	0	531
1	2	4	NA	2	NA	0	2	177	0.5	531.5
0	0	4	NA	2	NA	0	2	177	1	532
6	10	3	NA	2	NA	0	2	177	1.5	532.5
5	9	3	NA	6	NA	0	2	177	2	533
3	5	4	NA	6	NA	1	2	177	2	533
4	7	4	NA	1	NA	0	2	178	0.5	534.5
3	5	4	NA	1	NA	0	2	178	0.75	534.75
2	4	4	NA	2	NA	0	2	178	1	535
3	5	4	NA	2	NA	0	2	178	1.5	535.5
0	0	4	NA	4	NA	0	2	178	2	536
NA	NA	NA	NA	4	NA	0	2	179	0	537
NA	NA	NA	NA	4	NA	0	2	179	1	538
3	5	4	NA	6	NA	0	2	179	2	539
4	7	4	NA	1	NA	0	2	180	0.5	540.5
3	5	4	NA	1	NA	0	2	180	0.75	540.75
2	4	4	NA	2	NA	0	2	180	1	541
3	5	4	NA	2	NA	0	2	180	1.5	541.5
1	2	4	NA	4	NA	0	2	180	2	542
NA	NA	NA	NA	4	NA	0	2	181	0	543
NA	NA	NA	NA	4	NA	0	2	181	1	544
6	10	4	NA	12	start	0	2	181	2	545
6	10	4	NA	8	stop	0	2	182	2	548
4	7	4	NA	4	NA	0	2	183	1	550
3	5	4	NA	8	NA	0	2	183	2	551
6	10	4	NA	3	NA	0	2	184	1	553
4	7	4	NA	1	NA	0	2	184	1.75	553.75
3	5	4	NA	8	NA	0	2	184	2	554
2	4	4	NA	4	NA	0	2	185	1	556
6	10	4	NA	4	start	0	2	185	2	557
6	10	4	NA	2	stop	0	2	186	0	558
0	0	5	NA	1	NA	0	2	186	0.5	558.5
6	10	4	NA	1	NA	0	2	186	0.75	558.75
5	9	4	NA	2	NA	0	2	186	1	559
6	10	4	NA	2	NA	0	2	186	1.5	559.5
0	0	5	NA	6	NA	0	2	186	2	560
1	1	5	f	1	NA	0	2	187	0.5	561.5
0	0	5	NA	1	NA	0	2	187	0.75	561.75
6	10	4	NA	2	NA	0	2	187	1	562
0	0	5	NA	2	NA	0	2	187	1.5	562.5
1	1	5	f	8	NA	0	2	187	2	563
4	6	5	f	3	NA	0	2	188	1	565
2	3	5	f	1	NA	0	2	188	1.75	565.75
1	1	5	f	8	NA	0	2	188	2	566
0	0	5	NA	4	NA	0	2	189	1	568
3	5	4	NA	8	NA	0	2	189	2	569
6	10	4	NA	3	NA	0	2	190	1	571
4	6	4	f	1	NA	0	2	190	1.75	571.75
3	5	4	NA	8	NA	0	2	190	2	572
2	3	4	f	4	NA	0	2	191	1	574
6	10	4	NA	8	NA	0	2	191	2	575
6	10	4	NA	4	stop	0	2	192	1	577
6	10	4	NA	8	NA	0	2	192	2	578
5	9	4	NA	4	NA	0	2	193	1	580
1	1	4	f	8	NA	0	2	193	2	581
4	6	4	f	3	NA	0	2	194	1	583
2	3	4	f	1	NA	0	2	194	1.75	583.75
1	1	4	f	12	NA	0	2	194	2	584
5	8	4	f	12	NA	0	2	195	2	587
4	6	4	f	4	NA	0	2	196	2	590
NA	NA	NA	NA	4	NA	0	2	197	0	591
NA	NA	NA	NA	4	NA	0	2	197	1	592
NA	NA	NA	NA	4	NA	0	2	197	2	593
6	10	3	NA	4	NA	0	2	198	0	594
6	10	3	NA	4	NA	0	2	198	1	595
0	-1	4	f	12	start	0	2	198	2	596
0	-1	4	NA	4	stop	0	2	199	2	599
0	-1	4	f	4	NA	0	2	200	0	600
0	-1	4	NA	4	NA	0	2	200	1	601
1	1	4	f	12	start	0	2	200	2	602
1	1	4	NA	4	stop	0	2	201	2	605
1	1	4	f	4	NA	0	2	202	0	606
1	1	4	NA	4	NA	0	2	202	1	607
5	8	4	f	8	NA	0	2	202	2	608
5	8	4	NA	2	NA	0	2	203	1	610
4	6	4	f	2	NA	0	2	203	1.5	610.5
4	6	4	f	2	NA	0	2	203	2	611
3	5	4	NA	2	NA	0	2	203	2.5	611.5
3	5	4	NA	2	NA	0	2	204	0	612
2	3	4	f	2	NA	0	2	204	0.5	612.5
1	1	4	f	2	NA	0	2	204	1	613
0	-1	4	f	2	NA	0	2	204	1.5	613.5
5	9	3	NA	4	NA	0	2	204	2	614
6	10	3	NA	4	NA	0	2	205	0	615
6	10	3	NA	4	NA	0	2	205	1	616
6	10	3	NA	6	start	0	2	205	2	617
0	0	4	NA	1	NA	0	2	206	0.5	618.5
6	10	3	NA	1	NA	0	2	206	0.75	618.75
5	9	3	NA	2	NA	0	2	206	1	619
6	10	3	NA	2	NA	0	2	206	1.5	619.5
4	7	4	NA	8	NA	0	2	206	2	620
4	7	4	NA	4	NA	0	2	207	1	622
0	0	4	NA	4	NA	0	2	207	2	623
0	0	4	NA	4	NA	0	2	208	0	624
6	11	3	n	4	NA	0	2	208	1	625
4	7	3	NA	4	NA	0	2	208	2	626
NA	NA	NA	NA	2	NA	0	2	209	0	627
4	7	4	NA	2	NA	0	2	209	0.5	627.5
4	7	4	NA	2	NA	0	2	209	1	628
5	8	4	f	2	NA	0	2	209	1.5	628.5
4	7	4	NA	4	NA	0	2	209	2	629
NA	NA	NA	NA	2	NA	0	2	210	0	630
4	7	4	NA	2	NA	0	2	210	0.5	630.5
4	7	4	NA	2	NA	0	2	210	1	631
5	8	4	f	2	NA	0	2	210	1.5	631.5
4	7	4	NA	4	NA	0	2	210	2	632
NA	NA	NA	NA	2	NA	0	2	211	0	633
4	7	3	NA	2	NA	0	2	211	0.5	633.5
4	7	3	NA	2	NA	0	2	211	1	634
5	8	3	f	2	NA	0	2	211	1.5	634.5
4	7	3	NA	4	NA	0	2	211	2	635
NA	NA	NA	NA	2	NA	0	2	212	0	636
4	7	4	NA	2	NA	0	2	212	0.5	636.5
4	7	4	NA	2	NA	0	2	212	1	637
5	8	4	f	2	NA	0	2	212	1.5	637.5
4	7	4	NA	4	NA	0	2	212	2	638
NA	NA	NA	NA	2	NA	0	2	213	0	639
2	4	5	NA	2	NA	0	2	213	0.5	639.5
2	4	5	NA	2	NA	0	2	213	1	640
3	5	5	NA	2	NA	0	2	213	1.5	640.5
2	4	5	NA	1	NA	0	2	213	2	641
0	0	4	NA	1	NA	0	2	213	2.25	641.25
1	2	4	NA	1	NA	0	2	213	2.5	641.5
2	4	4	NA	1	NA	0	2	213	2.75	641.75
3	5	4	NA	1	NA	0	2	214	0	642
4	7	4	NA	1	NA	0	2	214	0.25	642.25
5	9	4	NA	1	NA	0	2	214	0.5	642.5
6	11	4	n	1	NA	0	2	214	0.75	642.75
0	0	5	NA	1	NA	0	2	214	1	643
6	11	4	NA	1	NA	0	2	214	1.25	643.25
0	0	5	NA	1	NA	0	2	214	1.5	643.5
6	11	4	NA	1	NA	0	2	214	1.75	643.75
0	0	5	NA	4	NA	0	2	214	2	644
NA	NA	NA	NA	4	NA	0	2	215	0	645
NA	NA	NA	NA	4	NA	0	2	215	1	646
NA	NA	NA	NA	12	NA	0	2	215	2	647
NA	NA	NA	NA	12	NA	0	2	216	2	650
NA	NA	NA	NA	4	NA	0	2	217	2	653
NA	NA	NA	NA	4	NA	0	2	218	0	654
0	0	5	NA	2	NA	0	2	218	1	655
0	0	5	NA	2	start	0	2	218	1.5	655.5
0	0	5	NA	2	stop	0	2	218	2	656
0	0	5	NA	2	NA	0	2	218	2.5	656.5
2	4	5	NA	2	NA	0	2	219	0	657
2	4	5	NA	2	NA	0	2	219	0.5	657.5
3	5	5	NA	2	NA	0	2	219	1	658
3	5	5	NA	2	NA	0	2	219	1.5	658.5
5	9	5	NA	4	NA	0	2	219	2	659
4	7	5	NA	2	NA	0	2	220	0	660
NA	NA	NA	NA	2	NA	0	2	220	0.5	660.5
NA	NA	NA	NA	4	NA	0	2	220	1	661
NA	NA	NA	NA	12	NA	0	2	220	2	662
NA	NA	NA	NA	4	NA	0	2	221	2	665
NA	NA	NA	NA	4	NA	0	2	222	0	666
2	4	5	NA	4	NA	0	2	222	1	667
3	5	5	NA	4	NA	0	2	222	2	668
5	9	5	NA	4	NA	0	2	223	0	669
1	2	5	NA	4	NA	0	2	223	1	670
3	5	5	NA	4	NA	0	2	223	2	671
2	4	5	NA	2	NA	0	2	224	0	672
NA	NA	NA	NA	2	NA	0	2	224	0.5	672.5
NA	NA	NA	NA	4	NA	0	2	224	1	673
NA	NA	NA	NA	12	NA	0	2	224	2	674
NA	NA	NA	NA	4	NA	0	2	225	2	677
NA	NA	NA	NA	4	NA	0	2	226	0	678
0	0	5	NA	2	NA	0	2	226	1	679
0	0	5	NA	2	start	0	2	226	1.5	679.5
0	0	5	NA	2	stop	0	2	226	2	680
0	0	5	NA	2	NA	0	2	226	2.5	680.5
6	10	4	NA	2	NA	0	2	227	0	681
6	10	4	NA	2	NA	0	2	227	0.5	681.5
5	9	4	NA	2	NA	0	2	227	1	682
5	9	4	NA	2	NA	0	2	227	1.5	682.5
4	7	4	NA	6	NA	0	2	227	2	683
NA	NA	NA	NA	2	NA	0	2	228	0.5	684.5
0	0	5	NA	2	NA	0	2	228	1	685
0	0	5	NA	2	NA	0	2	228	1.5	685.5
1	1	5	f	2	NA	0	2	228	2	686
1	1	5	NA	2	stop	0	2	228	2.5	686.5
6	10	4	NA	2	NA	0	2	229	0	687
6	10	4	NA	2	NA	0	2	229	0.5	687.5
4	7	4	NA	2	NA	0	2	229	1	688
4	7	4	NA	2	NA	0	2	229	1.5	688.5
2	4	4	NA	2	NA	0	2	229	2	689
2	4	4	NA	2	NA	0	2	229	2.5	689.5
3	5	4	NA	2	NA	0	2	230	0	690
5	8	5	f	4	NA	0	2	230	0.5	690.5
5	8	5	NA	2	NA	0	2	230	1.5	691.5
5	8	5	f	8	NA	0	2	230	2	692
6	10	5	NA	3	NA	0	2	231	1	694
4	7	5	NA	1	NA	0	2	231	1.75	694.75
3	5	5	NA	2	NA	0	2	231	2	695
5	9	3	NA	2	NA	0	2	231	2.5	695.5
5	9	3	NA	2	NA	0	2	232	0	696
5	9	3	NA	2	NA	0	2	232	0.5	696.5
5	9	3	NA	2	NA	0	2	232	1	697
5	9	3	NA	2	NA	0	2	232	1.5	697.5
5	9	3	NA	12	NA	0	2	232	2	698
6	10	3	NA	12	NA	0	2	233	2	701
6	10	3	NA	2	NA	0	2	234	2	704
2	4	4	NA	2	NA	1	2	234	2	704
6	10	3	NA	2	NA	0	2	234	2.5	704.5
2	4	4	NA	2	NA	1	2	234	2.5	704.5
6	10	3	NA	2	NA	0	2	235	0	705
2	4	4	NA	2	NA	1	2	235	0	705
6	10	3	NA	2	NA	0	2	235	0.5	705.5
2	4	4	NA	2	NA	1	2	235	0.5	705.5
6	10	3	NA	2	NA	0	2	235	1	706
2	4	4	NA	2	NA	1	2	235	1	706
6	10	3	NA	2	NA	0	2	235	1.5	706.5
2	4	4	NA	2	NA	1	2	235	1.5	706.5
0	0	4	NA	2	NA	0	2	235	2	707
0	0	4	NA	2	NA	0	2	235	2.5	707.5
3	6	4	s	2	NA	1	2	235	2.5	707.5
0	0	4	NA	2	NA	0	2	236	0	708
3	6	4	NA	2	NA	1	2	236	0	708
0	0	4	NA	2	NA	0	2	236	0.5	708.5
3	6	4	NA	2	NA	1	2	236	0.5	708.5
0	0	4	NA	2	NA	0	2	236	1	709
3	6	4	NA	2	NA	1	2	236	1	709
0	0	4	NA	2	NA	0	2	236	1.5	709.5
3	6	4	NA	2	NA	1	2	236	1.5	709.5
0	0	4	NA	12	NA	0	2	236	2	710
3	6	4	s	12	NA	1	2	236	2	710
4	7	4	NA	4	NA	0	2	237	2	713
6	10	3	NA	4	NA	0	2	238	0	714
4	7	4	NA	4	NA	1	2	238	0	714
NA	NA	NA	NA	4	NA	0	2	238	1	715
NA	NA	NA	NA	12	NA	0	2	238	2	716
NA	NA	NA	NA	4	NA	0	2	239	2	719
NA	NA	NA	NA	4	NA	0	2	240	0	720
NA	NA	NA	NA	1	NA	0	2	240	1	721
1	2	4	NA	1	NA	0	2	240	1.25	721.25
2	4	4	NA	1	NA	0	2	240	1.5	721.5
3	6	4	s	1	NA	0	2	240	1.75	721.75
4	7	4	NA	1	NA	0	2	240	2	722
5	9	4	NA	1	NA	0	2	240	2.25	722.25
6	10	4	NA	1	NA	0	2	240	2.5	722.5
0	0	5	NA	1	NA	0	2	240	2.75	722.75
1	2	5	NA	1	NA	0	2	241	0	723
0	0	5	NA	1	NA	0	2	241	0.25	723.25
6	10	4	NA	1	NA	0	2	241	0.5	723.5
5	9	4	NA	1	NA	0	2	241	0.75	723.75
4	7	4	NA	1	NA	0	2	241	1	724
3	5	4	NA	1	NA	0	2	241	1.25	724.25
2	4	4	NA	1	NA	0	2	241	1.5	724.5
1	2	4	NA	1	NA	0	2	241	1.75	724.75
0	0	4	NA	6	NA	0	2	241	2	725
1	2	4	NA	1	NA	0	2	242	0.5	726.5
2	4	4	NA	1	NA	0	2	242	0.75	726.75
3	5	4	NA	1	NA	0	2	242	1	727
4	7	4	NA	1	NA	0	2	242	1.25	727.25
5	9	4	NA	1	NA	0	2	242	1.5	727.5
6	11	4	n	1	NA	0	2	242	1.75	727.75
0	0	5	NA	2	NA	0	2	242	2	728
2	4	4	NA	2	NA	0	2	242	2.5	728.5
2	4	4	NA	2	NA	0	2	243	0	729
2	4	4	NA	2	NA	0	2	243	0.5	729.5
2	4	4	NA	2	NA	0	2	243	1	730
2	4	4	NA	2	NA	0	2	243	1.5	730.5
3	5	4	NA	4	NA	0	2	243	2	731
0	0	4	NA	6	NA	0	2	244	0	732
0	0	4	NA	2	stop	0	2	244	1.5	733.5
0	0	4	NA	2	NA	0	2	244	2	734
4	7	4	NA	2	NA	0	2	244	2.5	734.5
4	7	4	NA	2	NA	0	2	245	0	735
3	5	4	NA	2	NA	0	2	245	0.5	735.5
3	5	4	NA	2	NA	0	2	245	1	736
3	5	4	NA	2	NA	0	2	245	1.5	736.5
3	5	4	NA	2	NA	0	2	245	2	737
3	5	4	NA	2	NA	0	2	245	2.5	737.5
3	5	4	NA	2	NA	0	2	246	0	738
0	0	5	NA	2	NA	0	2	246	0.5	738.5
0	0	5	NA	2	NA	0	2	246	1	739
6	10	4	NA	2	NA	0	2	246	1.5	739.5
6	10	4	NA	2	NA	0	2	246	2	740
4	7	4	NA	2	NA	0	2	246	2.5	740.5
4	7	4	NA	4	NA	0	2	247	0	741
NA	NA	NA	NA	4	NA	0	2	247	1	742
NA	NA	NA	NA	12	NA	0	2	247	2	743
3	5	4	NA	12	NA	0	2	248	2	746
3	5	4	NA	12	start	0	2	249	2	749
3	5	4	NA	4	stop	0	2	250	2	752
3	5	4	NA	4	NA	0	2	251	0	753
6	10	3	NA	4	NA	0	2	251	1	754
5	9	3	NA	4	NA	0	2	251	2	755
0	0	5	NA	6	NA	0	2	252	0	756
6	10	4	NA	2	NA	0	2	252	1.5	757.5
6	10	4	NA	2	NA	0	2	252	2	758
4	7	4	NA	2	NA	0	2	252	2.5	758.5
4	7	4	NA	2	NA	0	2	253	0	759
5	9	4	NA	2	NA	0	2	253	0.5	759.5
5	9	4	NA	2	NA	0	2	253	1	760
3	5	5	NA	2	NA	0	2	253	1.5	760.5
3	5	5	NA	2	NA	0	2	253	2	761
3	5	5	NA	2	NA	0	2	253	2.5	761.5
3	5	5	NA	2	NA	0	2	254	0	762
0	0	5	NA	2	NA	0	2	254	0.5	762.5
0	0	5	NA	2	NA	0	2	254	1	763
6	10	4	NA	2	NA	0	2	254	1.5	763.5
6	10	4	NA	2	NA	0	2	254	2	764
5	9	5	NA	2	NA	0	2	254	2.5	764.5
4	7	5	NA	4	NA	0	2	255	0	765
NA	NA	NA	NA	4	NA	0	2	255	1	766
NA	NA	NA	NA	12	NA	0	2	255	2	767
0	0	4	NA	12	NA	0	2	256	2	770
3	5	4	NA	12	NA	0	2	257	2	773
1	2	4	NA	8	NA	0	2	258	2	776
3	5	4	NA	8	NA	1	2	258	2	776
1	2	4	NA	4	NA	0	2	259	1	778
3	5	4	NA	4	NA	1	2	259	1	778
1	2	4	NA	4	NA	0	2	259	2	779
3	5	4	NA	4	NA	1	2	259	2	779
4	7	4	NA	4	NA	0	2	260	0	780
2	4	4	NA	4	NA	0	2	260	1	781
3	5	4	NA	2	NA	0	2	260	2	782
5	9	3	NA	2	NA	0	2	260	2.5	782.5
3	5	4	NA	2	NA	1	2	260	2.5	782.5
5	9	3	NA	2	NA	0	2	261	0	783
3	5	4	NA	2	NA	1	2	261	0	783
5	9	3	NA	2	NA	0	2	261	0.5	783.5
3	5	4	NA	2	NA	1	2	261	0.5	783.5
5	9	3	NA	2	NA	0	2	261	1	784
3	5	4	NA	2	NA	1	2	261	1	784
5	9	3	NA	2	NA	0	2	261	1.5	784.5
3	5	4	NA	2	NA	1	2	261	1.5	784.5
5	9	3	NA	12	NA	0	2	261	2	785
3	5	4	NA	12	NA	1	2	261	2	785
6	10	3	NA	12	NA	0	2	262	2	788
4	7	4	NA	12	NA	1	2	262	2	788
6	10	3	NA	12	NA	0	2	263	2	791
4	7	4	NA	12	NA	1	2	263	2	791
5	9	3	NA	2	NA	0	2	264	2	794
3	5	4	NA	2	NA	1	2	264	2	794
3	5	4	NA	2	NA	0	2	264	2.5	794.5
5	9	4	NA	2	NA	1	2	264	2.5	794.5
3	5	4	NA	2	NA	0	2	265	0	795
5	9	4	NA	2	NA	1	2	265	0	795
3	5	4	NA	2	NA	0	2	265	0.5	795.5
5	9	4	NA	2	NA	1	2	265	0.5	795.5
3	5	4	NA	2	NA	0	2	265	1	796
5	9	4	NA	2	NA	1	2	265	1	796
3	5	4	NA	2	NA	0	2	265	1.5	796.5
5	9	4	NA	2	NA	1	2	265	1.5	796.5
3	5	4	NA	12	NA	0	2	265	2	797
5	9	4	NA	12	NA	1	2	265	2	797
4	7	4	NA	12	NA	0	2	266	2	800
6	10	4	NA	12	NA	1	2	266	2	800
4	7	4	NA	12	NA	0	2	267	2	803
6	10	4	NA	12	NA	1	2	267	2	803
3	5	4	NA	4	NA	0	2	268	2	806
5	9	4	NA	4	NA	1	2	268	2	806
3	5	4	NA	4	NA	0	2	269	0	807
5	9	4	NA	4	NA	1	2	269	0	807
NA	NA	NA	NA	4	NA	0	2	269	1	808
NA	NA	NA	NA	12	NA	0	2	269	2	809
NA	NA	NA	NA	1	NA	0	2	270	2	812
3	5	5	NA	1	NA	0	2	270	2.25	812.25
2	4	5	NA	1	NA	0	2	270	2.5	812.5
1	2	5	NA	1	NA	0	2	270	2.75	812.75
0	0	5	NA	1	NA	0	2	271	0	813
6	10	4	NA	1	NA	0	2	271	0.25	813.25
5	9	4	NA	1	NA	0	2	271	0.5	813.5
4	7	4	NA	1	NA	0	2	271	0.75	813.75
3	5	4	NA	1	NA	0	2	271	1	814
3	5	5	NA	1	NA	0	2	271	1.25	814.25
2	4	5	NA	1	NA	0	2	271	1.5	814.5
1	2	5	NA	1	NA	0	2	271	1.75	814.75
0	0	5	NA	1	NA	0	2	271	2	815
6	10	4	NA	1	NA	0	2	271	2.25	815.25
5	9	4	NA	1	NA	0	2	271	2.5	815.5
4	7	4	NA	1	NA	0	2	271	2.75	815.75
3	5	4	NA	1	NA	0	2	272	0	816
2	4	4	NA	1	NA	0	2	272	0.25	816.25
3	5	4	NA	1	NA	0	2	272	0.5	816.5
2	4	4	NA	1	NA	0	2	272	0.75	816.75
3	5	4	NA	1	NA	0	2	272	1	817
2	4	4	NA	1	NA	0	2	272	1.25	817.25
3	5	4	NA	1	NA	0	2	272	1.5	817.5
2	4	4	NA	1	NA	0	2	272	1.75	817.75
3	5	4	NA	4	NA	0	2	272	2	818
4	7	4	NA	4	NA	0	2	273	0	819
5	9	4	NA	4	NA	0	2	273	1	820
6	10	3	NA	4	NA	0	2	273	2	821
0	0	4	NA	4	NA	0	2	274	0	822
1	2	4	NA	4	NA	0	2	274	1	823
2	3	4	f	12	start	0	2	274	2	824
2	3	4	NA	12	stop	0	2	275	2	827
1	2	4	NA	4	NA	0	2	276	2	830
2	4	4	NA	4	NA	0	2	277	0	831
3	6	4	s	4	NA	0	2	277	1	832
4	7	3	NA	4	NA	0	2	277	2	833
5	9	3	NA	4	NA	0	2	278	0	834
6	10	3	NA	4	NA	0	2	278	1	835
0	0	4	NA	12	start	0	2	278	2	836
0	0	4	NA	12	stop	0	2	279	2	839
4	7	3	NA	4	NA	0	2	280	2	842
5	9	3	NA	4	NA	0	2	281	0	843
6	11	3	n	4	NA	0	2	281	1	844
0	0	4	NA	4	NA	0	2	281	2	845
1	2	4	NA	4	NA	0	2	282	0	846
2	4	4	NA	4	NA	0	2	282	1	847
3	5	4	NA	4	NA	0	2	282	2	848
1	2	4	NA	4	NA	0	2	283	0	849
6	11	3	n	4	NA	0	2	283	1	850
4	7	3	NA	4	NA	0	2	283	2	851
NA	NA	NA	NA	4	NA	0	2	284	0	852
NA	NA	NA	NA	4	NA	0	2	284	1	853
6	10	4	NA	2	NA	0	2	284	2	854
0	0	5	NA	1	NA	0	2	284	2.5	854.5
6	10	4	NA	1	NA	0	2	284	2.75	854.75
5	9	4	NA	2	NA	0	2	285	0	855
6	10	4	NA	1	NA	0	2	285	0.5	855.5
5	9	4	NA	1	NA	0	2	285	0.75	855.75
4	7	4	NA	2	NA	0	2	285	1	856
5	9	4	NA	1	NA	0	2	285	1.5	856.5
4	7	4	NA	1	NA	0	2	285	1.75	856.75
3	5	4	NA	2	NA	0	2	285	2	857
4	7	4	NA	1	NA	0	2	285	2.5	857.5
3	5	4	NA	1	NA	0	2	285	2.75	857.75
2	4	4	NA	2	NA	0	2	286	0	858
3	5	4	NA	1	NA	0	2	286	0.5	858.5
2	4	4	NA	1	NA	0	2	286	0.75	858.75
1	2	4	NA	2	NA	0	2	286	1	859
2	4	4	NA	1	NA	0	2	286	1.5	859.5
1	2	4	NA	1	NA	0	2	286	1.75	859.75
0	0	4	NA	6	NA	0	2	286	2	860
1	2	4	NA	1	NA	0	2	287	0.5	861.5
0	0	4	NA	1	NA	0	2	287	0.75	861.75
6	11	3	n	2	NA	0	2	287	1	862
0	0	4	NA	2	NA	0	2	287	1.5	862.5
6	10	4	NA	4	NA	0	2	287	2	863
NA	NA	NA	NA	4	NA	0	2	288	0	864
NA	NA	NA	NA	4	NA	0	2	288	1	865
0	0	4	NA	6	NA	0	2	288	2	866
1	2	4	NA	1	NA	0	2	289	0.5	867.5
0	0	4	NA	1	NA	0	2	289	0.75	867.75
6	11	3	n	2	NA	0	2	289	1	868
0	0	4	NA	2	NA	0	2	289	1.5	868.5
5	9	4	NA	4	NA	0	2	289	2	869
NA	NA	NA	NA	4	NA	0	2	290	0	870
NA	NA	NA	NA	4	NA	0	2	290	1	871
NA	NA	NA	NA	12	NA	0	2	290	2	872
4	7	5	NA	4	NA	0	2	291	2	875
2	4	5	NA	4	NA	0	2	292	0	876
6	11	4	n	4	NA	0	2	292	1	877
5	9	4	NA	12	NA	0	2	292	2	878
0	1	5	s	12	NA	0	2	293	2	881
0	0	5	NA	12	NA	0	2	294	2	884
6	10	4	NA	12	NA	0	2	295	2	887
2	3	5	f	12	NA	0	2	296	2	890
5	8	4	f	12	NA	0	2	297	2	893
5	9	4	n	6	NA	0	2	298	2	896
6	10	4	NA	1	NA	0	2	299	0.5	897.5
5	9	4	NA	1	NA	0	2	299	0.75	897.75
4	7	4	NA	2	NA	0	2	299	1	898
5	9	4	NA	2	NA	0	2	299	1.5	898.5
6	10	4	NA	8	NA	0	2	299	2	899
4	7	3	NA	4	NA	0	2	300	1	901
5	9	3	NA	4	NA	0	2	300	2	902
5	9	3	NA	4	NA	0	2	301	0	903
5	9	3	NA	4	NA	0	2	301	1	904
6	11	3	n	12	NA	0	2	301	2	905
5	9	3	NA	4	NA	0	2	302	2	908
3	5	4	NA	4	NA	0	2	303	0	909
3	5	4	NA	4	NA	0	2	303	1	910
3	5	4	NA	1	NA	0	2	303	2	911
2	4	4	NA	1	NA	0	2	303	2.25	911.25
1	2	4	NA	1	NA	0	2	303	2.5	911.5
2	4	4	NA	1	NA	0	2	303	2.75	911.75
