syllable	position	measure	cardinality	corpus	verse
the	13	4	16	otherEminem	renegade4
we	13	5	16	otherEminem	renegade4
as	14	5	16	otherEminem	renegade4
he	13	6	16	otherEminem	renegade4
is	14	6	16	otherEminem	renegade4
way	8	7	16	otherEminem	renegade4
see	13	8	16	otherEminem	sayGoodbyeHollywood3
it's	14	8	16	otherEminem	sayGoodbyeHollywood3
suck	6	16	16	otherEminem	sayGoodbyeHollywood3
ers	7	16	16	otherEminem	sayGoodbyeHollywood3
bout	0	12	16	otherEminem	sayGoodbyeHollywood3
thing	15	17	16	otherEminem	sayGoodbyeHollywood3
blow	0	18	16	otherEminem	sayGoodbyeHollywood3
and	2	18	16	otherEminem	sayGoodbyeHollywood3
all	3	18	16	otherEminem	sayGoodbyeHollywood3
you	4	18	16	otherEminem	sayGoodbyeHollywood3
did	5	18	16	otherEminem	sayGoodbyeHollywood3
was	6	18	16	otherEminem	sayGoodbyeHollywood3
em	10	18	16	otherEminem	soldier1
forced	7	20	16	otherEminem	soldier1
us	8	20	16	otherEminem	soldier1
to	9	20	16	otherEminem	soldier1
to	0	5	16	otherEminem	soldier1
stick	1	5	16	otherEminem	soldier1
out	2	5	16	otherEminem	soldier1
live	5	6	16	otherEminem	soldier1
to	6	6	16	otherEminem	soldier1
just	5	7	16	otherEminem	soldier1
want	6	7	16	otherEminem	soldier1
what	3	8	16	otherEminem	soldier1
you	4	8	16	otherEminem	soldier1
say	5	8	16	otherEminem	soldier1
in	6	8	16	otherEminem	soldier1
its	2	9	16	otherEminem	soldier1
part	3	9	16	otherEminem	soldier1
of	4	9	16	otherEminem	soldier2
if	4	13	16	otherEminem	soldier2
you	5	13	16	otherEminem	soldier2
it	11	13	16	otherEminem	soldier2
as	4	7	16	otherEminem	soldier2
soon	5	7	16	otherEminem	soldier2
as	6	7	16	otherEminem	soldier2
kick	10	10	16	otherEminem	soldier2
dirt	11	10	16	otherEminem	soldier2
at	12	10	16	otherEminem	soldier3
soon	5	12	16	otherEminem	soldier3
as	6	12	16	otherEminem	soldier3
cause	13	16	16	otherEminem	soldier3
to	11	1	16	otherEminem	soldier3
em	12	1	16	otherEminem	soldier3
it	10	2	16	otherEminem	soldier3
to	11	2	16	otherEminem	soldier3
em	12	2	16	otherEminem	soldier3
in	10	3	16	otherEminem	soldier3
flu	11	3	16	otherEminem	soldier3
ence	12	3	16	otherEminem	soldier3
and	0	4	16	otherEminem	soldier3
look	1	4	16	otherEminem	soldier3
how	2	4	16	otherEminem	soldier3
to	11	4	16	otherEminem	soldier3
it	12	4	16	otherEminem	soldier3
o	5	5	16	otherEminem	soldier3
it	6	5	16	otherEminem	soldier3
could	10	5	16	otherEminem	soldier3
do	11	5	16	otherEminem	soldier3
it	12	5	16	otherEminem	soldier3
to	10	8	16	otherEminem	soldier3
two	11	8	16	otherEminem	soldier3
inch	12	8	16	otherEminem	soldier3
that	10	15	16	otherEminem	soldier3
verse	11	15	16	otherEminem	soldier3
me	12	15	16	otherEminem	squareDance1
ties	5	16	16	otherEminem	squareDance1
in	6	16	16	otherEminem	squareDance1
ty	13	16	16	otherEminem	squareDance1
cra	7	11	16	otherEminem	squareDance1
yons	8	11	16	otherEminem	squareDance1
to	10	11	16	otherEminem	squareDance1
cha	11	11	16	otherEminem	squareDance1
os	12	11	16	otherEminem	squareDance1
from	14	11	16	otherEminem	squareDance1
se	15	11	16	otherEminem	squareDance1
ance	0	12	16	otherEminem	squareDance2
to	2	12	16	otherEminem	squareDance2
se	3	12	16	otherEminem	squareDance2
ance	4	12	16	otherEminem	squareDance2
face	4	4	16	otherEminem	squareDance2
in	5	4	16	otherEminem	squareDance2
wrapped	5	16	16	otherEminem	squareDance2
in	6	16	16	otherEminem	squareDance2
wrap	9	16	16	otherEminem	squareDance2
stand	9	17	16	otherEminem	squareDance2
back	10	17	16	otherEminem	squareDance2
ca	7	19	16	otherEminem	squareDance2
de	8	19	16	otherEminem	squareDance2
mands	9	19	16	otherEminem	squareDance3
sam's	8	20	16	otherEminem	squareDance3
ass	9	20	16	otherEminem	squareDance3
at	10	22	16	otherEminem	stimulate1
in	8	11	16	otherEminem	stimulate2
to	9	11	16	otherEminem	stimulate2
me	10	11	16	otherEminem	stimulate2
to	10	8	16	otherEminem	takingMyBall2
ain't	0	4	16	otherEminem	takingMyBall2
it	1	4	16	otherEminem	takingMyBall2
cause	15	16	16	otherEminem	takingMyBall2
tuck	3	1	16	otherEminem	takingMyBall2
each	13	1	16	otherEminem	takingMyBall2
one	15	1	16	otherEminem	takingMyBall2
of	0	2	16	otherEminem	takingMyBall2
and	4	2	16	otherEminem	takingMyBall2
make	5	2	16	otherEminem	takingMyBall2
make	15	2	16	otherEminem	takingMyBall2
the	0	3	16	otherEminem	takingMyBall2
they	14	4	16	otherEminem	takingMyBall2
call	15	4	16	otherEminem	takingMyBall2
me	0	5	16	otherEminem	takingMyBall2
up	9	7	16	otherEminem	takingMyBall2
in	10	7	16	otherEminem	takingMyBall2
glue	9	9	16	otherEminem	takingMyBall2
through	10	9	16	otherEminem	takingMyBall2
jump	3	16	16	otherEminem	takingMyBall2
on	4	16	16	otherEminem	talkin2myself3
and	8	16	16	otherEminem	talkin2myself3
watch	9	16	16	otherEminem	talkin2myself3
the	10	16	16	otherEminem	talkin2myself3
hit	11	1	16	otherEminem	talkin2myself3
core	13	3	16	otherEminem	talkin2myself3
i	14	3	16	otherEminem	talkin2myself3
i	6	6	16	otherEminem	talkin2myself3
feel	7	6	16	otherEminem	talkin2myself3
like	8	6	16	otherEminem	talkin2myself3
ly	10	7	16	otherEminem	talkin2myself3
fee	11	7	16	otherEminem	talkin2myself3
like	12	7	16	otherEminem	talkin2myself3
don't	12	9	16	otherEminem	talkin2myself3
know	13	9	16	otherEminem	talkin2myself3
show	12	10	16	otherEminem	talkin2myself3
no	13	10	16	otherEminem	talkin2myself3
signs	15	10	16	otherEminem	talkin2myself3
up	9	11	16	otherEminem	tillICollapse2
all	10	11	16	otherEminem	tillICollapse2
o	11	11	16	otherEminem	tillICollapse2
rest	5	15	16	otherEminem	tillICollapse2
this	13	2	16	otherEminem	tillICollapse2
is	14	2	16	otherEminem	tillICollapse2
you	4	4	16	otherEminem	tillICollapse2
may	5	4	16	otherEminem	tillICollapse2
ne	6	4	16	otherEminem	tillICollapse2
in	0	5	16	otherEminem	tillICollapse2
it	1	5	16	otherEminem	tillICollapse2
try	3	5	16	otherEminem	tillICollapse2
to	4	5	16	otherEminem	tillICollapse2
get	5	5	16	otherEminem	tillICollapse2
as	6	5	16	otherEminem	tillICollapse2
the	0	7	16	otherEminem	tillICollapse2
end	1	7	16	otherEminem	tillICollapse2
of	2	7	16	otherEminem	tillICollapse2
jay	4	9	16	otherEminem	tillICollapse2
z	5	9	16	otherEminem	tillICollapse2
the	4	11	16	otherEminem	tillICollapse2
cause	5	11	16	otherEminem	tillICollapse2
of	6	11	16	otherEminem	tillICollapse2
not	0	12	16	otherEminem	tillICollapse2
put	1	12	16	otherEminem	tillICollapse2
on	2	12	16	otherEminem	tillICollapse2
of	9	12	16	otherEminem	tillICollapse2
see	0	13	16	otherEminem	tillICollapse2
me	1	13	16	otherEminem	tillICollapse2
walk	2	13	16	otherEminem	tillICollapse3
to	10	15	16	otherEminem	tillICollapse3
give	11	15	16	otherEminem	tillICollapse3
me	12	15	16	otherEminem	tillICollapse3
soon	13	0	16	otherEminem	tillICollapse3
as	14	0	16	otherEminem	tillICollapse3
i	4	1	16	otherEminem	tillICollapse3
eat	5	1	16	otherEminem	tillICollapse3
at	6	1	16	otherEminem	tillICollapse3
cee's	9	1	16	otherEminem	tillICollapse3
what	13	1	16	otherEminem	tillICollapse3
is	14	1	16	otherEminem	tillICollapse3
me	9	2	16	otherEminem	weAint
my	4	5	16	otherEminem	weAint
spot	5	5	16	otherEminem	weAint
is	6	5	16	otherEminem	weAint
can	2	1	16	otherEminem	weAint
judge	3	1	16	otherEminem	weAint
me	4	1	16	otherEminem	weAint
shit	13	5	16	otherEminem	weAint
dif	14	5	16	otherEminem	weAint
e	14	10	16	otherEminem	weAint
min	15	10	16	otherEminem	weAint
em	0	11	16	otherEminem	whenImGone1
was	14	12	16	otherEminem	whenImGone1
found	15	12	16	otherEminem	whenImGone1
at	0	13	16	otherEminem	whenImGone1
arm	10	1	16	otherEminem	whenImGone1
for	11	1	16	otherEminem	whenImGone1
arm	10	2	16	otherEminem	whenImGone1
arm	10	2	16	otherEminem	whenImGone1
our	11	2	16	otherEminem	whenImGone1
for	11	2	16	otherEminem	whenImGone1
harm	10	4	16	otherEminem	whenImGone1
her	11	4	16	otherEminem	whenImGone1
bites	10	5	16	otherEminem	whenImGone1
you	11	5	16	otherEminem	whenImGone1
spite	10	6	16	otherEminem	whenImGone1
you	11	6	16	otherEminem	whenImGone1
source	7	7	16	otherEminem	whenImGone1
of	8	7	16	otherEminem	whenImGone1
love	10	13	16	otherEminem	whenImGone1
her	11	13	16	otherEminem	whenImGone1
of	10	14	16	otherEminem	whiteAmerica1
her	11	14	16	otherEminem	whiteAmerica1
made	0	16	16	otherEminem	whiteAmerica1
me	1	16	16	otherEminem	whiteAmerica1
o	4	7	16	otherEminem	whiteAmerica1
to	10	10	16	otherEminem	whiteAmerica1
wear	11	10	16	otherEminem	whiteAmerica2
that	12	10	16	otherEminem	whiteAmerica2
words	3	12	16	otherEminem	whiteAmerica2
and	4	12	16	otherEminem	whiteAmerica2
school	5	7	16	otherEminem	withoutMe3
i'm	6	7	16	otherEminem	withoutMe3
os	10	8	16	otherEminem	withoutMe3
now	11	16	16	otherEminem	withoutMe3
year	4	6	16	otherEminem	withoutMe3
old	5	6	16	otherEminem	withoutMe3
nal	13	9	16	otherEminem	withoutMe3
i'll	14	9	16	otherEminem	withoutMe3
new	10	10	16	otherEminem	withoutMe3
to	6	14	16	otherEminem	withoutMe3
i'm	6	15	16	otherEminem	withoutMe3
so	8	19	16	otherEminem	withoutMe3
self	9	19	16	otherEminem	withoutMe3
bout	3	1	16	acapella	living2
and	6	1	16	acapella	living2
crack	7	1	16	acapella	living2
the	6	2	16	acapella	living2
more	7	2	16	acapella	living2
pre	0	7	16	acapella	living2
sent	1	7	16	acapella	living2
and	6	8	16	acapella	living2
live	7	8	16	acapella	living2
it	8	8	16	acapella	living2
lay	12	13	16	acapella	living2
wa	13	13	16	acapella	living2
ness	6	15	16	acapella	living2
who	7	15	16	acapella	living2
in	8	15	16	acapella	living2
know	0	17	16	acapella	living2
it	1	17	16	acapella	living2
bout	5	19	16	acapella	living2
